"icd_10_cm","description","ccs_diagnosis_category","ccs_description"
"T40695S","Adverse effect of other narcotics, sequela",2617,"Adverse effects of medical drugs"
"T40696A","Underdosing of other narcotics, initial encounter",244,"Other injuries and conditions due to external causes"
"T40696D","Underdosing of other narcotics, subsequent encounter",244,"Other injuries and conditions due to external causes"
"T40696S","Underdosing of other narcotics, sequela",244,"Other injuries and conditions due to external causes"
"T407X1A","Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",661,"Substance-related disorders"
"T407X1D","Poisoning by cannabis (derivatives), accidental (unintentional), subsequent encounter",661,"Substance-related disorders"
"T407X1S","Poisoning by cannabis (derivatives), accidental (unintentional), sequela",661,"Substance-related disorders"
"T407X2A","Poisoning by cannabis (derivatives), intentional self-harm, initial encounter",662,"Suicide and intentional self-inflicted injury"
"T407X2D","Poisoning by cannabis (derivatives), intentional self-harm, subsequent encounter",662,"Suicide and intentional self-inflicted injury"
"T407X2S","Poisoning by cannabis (derivatives), intentional self-harm, sequela",662,"Suicide and intentional self-inflicted injury"
"T407X3A","Poisoning by cannabis (derivatives), assault, initial encounter",661,"Substance-related disorders"
"T407X3D","Poisoning by cannabis (derivatives), assault, subsequent encounter",661,"Substance-related disorders"
"T407X3S","Poisoning by cannabis (derivatives), assault, sequela",661,"Substance-related disorders"
"T407X4A","Poisoning by cannabis (derivatives), undetermined, initial encounter",661,"Substance-related disorders"
"T407X4D","Poisoning by cannabis (derivatives), undetermined, subsequent encounter",661,"Substance-related disorders"
"T407X4S","Poisoning by cannabis (derivatives), undetermined, sequela",661,"Substance-related disorders"
"T407X5A","Adverse effect of cannabis (derivatives), initial encounter",661,"Substance-related disorders"
"T407X5D","Adverse effect of cannabis (derivatives), subsequent encounter",661,"Substance-related disorders"
"T407X5S","Adverse effect of cannabis (derivatives), sequela",661,"Substance-related disorders"
"T407X6A","Underdosing of cannabis (derivatives), initial encounter",661,"Substance-related disorders"
"T407X6D","Underdosing of cannabis (derivatives), subsequent encounter",661,"Substance-related disorders"
"T407X6S","Underdosing of cannabis (derivatives), sequela",661,"Substance-related disorders"
"T408X1A","Poisoning by lysergide [LSD], accidental (unintentional), initial encounter",661,"Substance-related disorders"
"T408X1D","Poisoning by lysergide [LSD], accidental (unintentional), subsequent encounter",661,"Substance-related disorders"
"T408X1S","Poisoning by lysergide [LSD], accidental (unintentional), sequela",661,"Substance-related disorders"
"T408X2A","Poisoning by lysergide [LSD], intentional self-harm, initial encounter",662,"Suicide and intentional self-inflicted injury"
"T408X2D","Poisoning by lysergide [LSD], intentional self-harm, subsequent encounter",662,"Suicide and intentional self-inflicted injury"
"T408X2S","Poisoning by lysergide [LSD], intentional self-harm, sequela",662,"Suicide and intentional self-inflicted injury"
"T408X3A","Poisoning by lysergide [LSD], assault, initial encounter",661,"Substance-related disorders"
"T408X3D","Poisoning by lysergide [LSD], assault, subsequent encounter",661,"Substance-related disorders"
"T408X3S","Poisoning by lysergide [LSD], assault, sequela",661,"Substance-related disorders"
"T408X4A","Poisoning by lysergide [LSD], undetermined, initial encounter",661,"Substance-related disorders"
"T408X4D","Poisoning by lysergide [LSD], undetermined, subsequent encounter",661,"Substance-related disorders"
"T408X4S","Poisoning by lysergide [LSD], undetermined, sequela",661,"Substance-related disorders"
"T408X5A","Adverse effect of lysergide [LSD], initial encounter",661,"Substance-related disorders"
"T408X5D","Adverse effect of lysergide [LSD], subsequent encounter",661,"Substance-related disorders"
"T408X5S","Adverse effect of lysergide [LSD], sequela",661,"Substance-related disorders"
"T40901A","Poisoning by unspecified psychodysleptics [hallucinogens], accidental (unintentional), initial encounter",661,"Substance-related disorders"
"T40901D","Poisoning by unspecified psychodysleptics [hallucinogens], accidental (unintentional), subsequent encounter",661,"Substance-related disorders"
"T40901S","Poisoning by unspecified psychodysleptics [hallucinogens], accidental (unintentional), sequela",661,"Substance-related disorders"
"T40902A","Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, initial encounter",662,"Suicide and intentional self-inflicted injury"
"T40902D","Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, subsequent encounter",662,"Suicide and intentional self-inflicted injury"
"T40902S","Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, sequela",662,"Suicide and intentional self-inflicted injury"
"T40903A","Poisoning by unspecified psychodysleptics [hallucinogens], assault, initial encounter",661,"Substance-related disorders"
"T40903D","Poisoning by unspecified psychodysleptics [hallucinogens], assault, subsequent encounter",661,"Substance-related disorders"
"T40903S","Poisoning by unspecified psychodysleptics [hallucinogens], assault, sequela",661,"Substance-related disorders"
"T40904A","Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, initial encounter",661,"Substance-related disorders"
"T40904D","Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, subsequent encounter",661,"Substance-related disorders"
"T40904S","Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, sequela",661,"Substance-related disorders"
"T40905A","Adverse effect of unspecified psychodysleptics [hallucinogens], initial encounter",661,"Substance-related disorders"
"T40905D","Adverse effect of unspecified psychodysleptics [hallucinogens], subsequent encounter",661,"Substance-related disorders"
"T40905S","Adverse effect of unspecified psychodysleptics [hallucinogens], sequela",661,"Substance-related disorders"
"T40906A","Underdosing of unspecified psychodysleptics, initial encounter",661,"Substance-related disorders"
"T40906D","Underdosing of unspecified psychodysleptics, subsequent encounter",661,"Substance-related disorders"
"T40906S","Underdosing of unspecified psychodysleptics, sequela",661,"Substance-related disorders"
"T40991A","Poisoning by other psychodysleptics [hallucinogens], accidental (unintentional), initial encounter",661,"Substance-related disorders"
"T40991D","Poisoning by other psychodysleptics [hallucinogens], accidental (unintentional), subsequent encounter",661,"Substance-related disorders"
"T40991S","Poisoning by other psychodysleptics [hallucinogens], accidental (unintentional), sequela",661,"Substance-related disorders"
"T40992A","Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, initial encounter",662,"Suicide and intentional self-inflicted injury"
"T40992D","Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, subsequent encounter",662,"Suicide and intentional self-inflicted injury"
"T40992S","Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, sequela",662,"Suicide and intentional self-inflicted injury"
"T40993A","Poisoning by other psychodysleptics [hallucinogens], assault, initial encounter",661,"Substance-related disorders"
"T40993D","Poisoning by other psychodysleptics [hallucinogens], assault, subsequent encounter",661,"Substance-related disorders"
"T40993S","Poisoning by other psychodysleptics [hallucinogens], assault, sequela",661,"Substance-related disorders"
"T40994A","Poisoning by other psychodysleptics [hallucinogens], undetermined, initial encounter",661,"Substance-related disorders"
"T40994D","Poisoning by other psychodysleptics [hallucinogens], undetermined, subsequent encounter",661,"Substance-related disorders"
"T40994S","Poisoning by other psychodysleptics [hallucinogens], undetermined, sequela",661,"Substance-related disorders"
"T40995A","Adverse effect of other psychodysleptics [hallucinogens], initial encounter",661,"Substance-related disorders"
"T40995D","Adverse effect of other psychodysleptics [hallucinogens], subsequent encounter",661,"Substance-related disorders"
"T40995S","Adverse effect of other psychodysleptics [hallucinogens], sequela",661,"Substance-related disorders"
"T40996A","Underdosing of other psychodysleptics, initial encounter",661,"Substance-related disorders"
"T40996D","Underdosing of other psychodysleptics, subsequent encounter",661,"Substance-related disorders"
"T40996S","Underdosing of other psychodysleptics, sequela",661,"Substance-related disorders"
"T410X1A","Poisoning by inhaled anesthetics, accidental (unintentional), initial encounter",242,"Poisoning by other medications and drugs"
"T410X1D","Poisoning by inhaled anesthetics, accidental (unintentional), subsequent encounter",242,"Poisoning by other medications and drugs"
"T410X1S","Poisoning by inhaled anesthetics, accidental (unintentional), sequela",242,"Poisoning by other medications and drugs"
"T410X2A","Poisoning by inhaled anesthetics, intentional self-harm, initial encounter",662,"Suicide and intentional self-inflicted injury"
"T410X2D","Poisoning by inhaled anesthetics, intentional self-harm, subsequent encounter",662,"Suicide and intentional self-inflicted injury"
"T410X2S","Poisoning by inhaled anesthetics, intentional self-harm, sequela",662,"Suicide and intentional self-inflicted injury"
"T410X3A","Poisoning by inhaled anesthetics, assault, initial encounter",242,"Poisoning by other medications and drugs"
"T410X3D","Poisoning by inhaled anesthetics, assault, subsequent encounter",242,"Poisoning by other medications and drugs"
"T410X3S","Poisoning by inhaled anesthetics, assault, sequela",242,"Poisoning by other medications and drugs"
"T410X4A","Poisoning by inhaled anesthetics, undetermined, initial encounter",242,"Poisoning by other medications and drugs"
"T410X4D","Poisoning by inhaled anesthetics, undetermined, subsequent encounter",242,"Poisoning by other medications and drugs"
"T410X4S","Poisoning by inhaled anesthetics, undetermined, sequela",242,"Poisoning by other medications and drugs"
"T410X5A","Adverse effect of inhaled anesthetics, initial encounter",2617,"Adverse effects of medical drugs"
"T410X5D","Adverse effect of inhaled anesthetics, subsequent encounter",2617,"Adverse effects of medical drugs"
"T410X5S","Adverse effect of inhaled anesthetics, sequela",2617,"Adverse effects of medical drugs"
"T410X6A","Underdosing of inhaled anesthetics, initial encounter",244,"Other injuries and conditions due to external causes"
